epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.01,1.173189377784729,0.0011817761588032106,1.014670491218567,7.43809644180522e-11,1.4876192882503934e-10
1,0.01,0.9996249675750732,0.00011365838369397602,1.0131033658981323,7.43809644180522e-11,1.4876192882503934e-10
2,0.01,0.9802104949951171,0.022622605475455592,1.0374799966812134,7.43809644180522e-11,1.4876192882503934e-10
3,0.01,0.9792307138442993,0.033992336116485514,1.0380240678787231,7.43809644180522e-11,1.4876192882503934e-10
4,0.01,0.9712507247924804,0.0409648923853994,1.033715009689331,7.43809644180522e-11,1.4876192882503934e-10
5,0.01,0.9686279773712159,0.04490252694550849,1.029618501663208,7.43809644180522e-11,1.4876192882503934e-10
